player,season,weeks_played,avg_hits,min_hits,max_hits,std_hits,p_hit_all_weeks,p_hit_half_or_more
Davante Adams,2023,14,4.697,3,7,0.7329331483839436,0.0,0.007
Davante Adams,2024,11,5.384,3,7,0.688871541000207,0.0,0.893
David Bell,2022,3,0.0,0,0,0.0,0.0,0.0
David Moore,2018,4,1.0,1,1,0.0,0.0,0.0
David Moore,2020,2,1.019,1,2,0.13652472303579302,0.019,1.0
David Moore,2024,4,1.0,1,1,0.0,0.0,0.0
DeAndre Carter,2018,3,0.0,0,0,0.0,0.0,0.0
DeAndre Carter,2019,1,0.0,0,0,0.0,0.0,1.0
DeAndre Carter,2021,3,1.455,0,2,0.5347663040992766,0.0,0.981
DeAndre Carter,2022,5,0.989,0,1,0.10430244484191156,0.0,0.0
DeAndre Hopkins,2017,10,7.999,5,10,0.8288540281617747,0.007,1.0
DeAndre Hopkins,2018,13,8.048,6,12,1.0515208034080923,0.0,1.0
DeAndre Hopkins,2019,12,5.364,3,9,1.0077221839376167,0.0,0.435
DeAndre Hopkins,2020,11,5.354,3,7,0.6234452662423542,0.0,0.942
DeAndre Hopkins,2021,2,1.191,0,2,0.45444361586449866,0.217,0.974
DeAndre Hopkins,2022,6,1.38,0,3,0.5946427498927402,0.0,0.045
DeAndre Hopkins,2023,13,4.215,2,6,0.6532801849130279,0.0,0.02
DeAndre Hopkins,2024,7,1.03,1,2,0.1705872210923198,0.0,0.0
DeSean Jackson,2017,6,0.019,0,1,0.136524723035793,0.0,0.0
DeSean Jackson,2018,6,0.991,0,3,0.5647291386142564,0.0,0.001
DeSean Jackson,2020,1,0.0,0,0,0.0,0.0,1.0
DeSean Jackson,2021,1,0.0,0,0,0.0,0.0,1.0
DeVante Parker,2017,7,0.01,0,1,0.09949874371066199,0.0,0.0
DeVante Parker,2018,2,0.158,0,1,0.36474100400146947,0.0,0.158
DeVante Parker,2019,10,5.876,3,8,0.776288606125325,0.0,0.969
DeVante Parker,2020,7,0.649,0,3,0.6883305891793564,0.0,0.004
DeVante Parker,2021,4,1.592,0,3,0.49953578450397323,0.0,0.592
DeVante Parker,2022,3,1.0,1,1,0.0,0.0,1.0
DeVante Parker,2023,4,0.0,0,0,0.0,0.0,0.0
DeVonta Smith,2021,8,3.567,2,5,0.5509183242550569,0.0,0.592
DeVonta Smith,2022,12,3.776,2,6,0.8682303841723118,0.0,0.009
DeVonta Smith,2023,13,4.072,2,6,0.5646379370888923,0.0,0.008
DeVonta Smith,2024,7,3.943,2,5,0.30618785083670447,0.0,0.999
Dede Westbrook,2017,3,0.995,0,1,0.07053367989832944,0.0,0.995
Dede Westbrook,2018,10,1.682,1,3,0.5087985849036926,0.0,0.0
Dede Westbrook,2019,9,2.177,1,4,0.5618460643272319,0.0,0.001
Deebo Samuel,2019,7,3.036,1,5,0.7104252247773863,0.0,0.784
Deebo Samuel,2020,3,0.76,0,2,0.42941821107167777,0.0,0.759
Deebo Samuel,2021,8,6.882,5,8,0.4605171006596824,0.045,1.0
Deebo Samuel,2022,9,2.164,1,4,0.4910234210299953,0.0,0.013
Deebo Samuel,2023,5,3.807,2,5,0.4144285221844655,0.005,1.0
Demarcus Robinson,2017,2,0.004,0,1,0.063118935352238,0.0,0.004
Demarcus Robinson,2018,1,0.0,0,0,0.0,0.0,1.0
Demarcus Robinson,2019,4,0.0,0,0,0.0,0.0,0.0
Demarcus Robinson,2020,4,0.996,0,1,0.063118935352238,0.0,0.0
Demarcus Robinson,2021,2,0.911,0,1,0.2847437444440176,0.0,0.911
Demarcus Robinson,2022,7,0.97,0,1,0.1705872210923198,0.0,0.0
Demarcus Robinson,2023,5,2.843,1,4,0.37463448853515874,0.0,0.998
Demarcus Robinson,2024,4,1.002,1,2,0.044676615807377355,0.0,0.002
Demario Douglas,2023,9,0.011,0,1,0.10430244484191156,0.0,0.0
Demario Douglas,2024,8,1.086,0,2,0.28740911606975855,0.0,0.0
Demaryius Thomas,2017,13,2.354,0,5,0.941638996643618,0.0,0.0
Demaryius Thomas,2018,9,1.995,1,2,0.07053367989832943,0.0,0.0
Demaryius Thomas,2019,5,0.006,0,1,0.0772269383052313,0.0,0.0
Denzel Mims,2020,2,0.0,0,0,0.0,0.0,0.0
Denzel Mims,2021,1,0.0,0,0,0.0,0.0,1.0
Denzel Mims,2022,2,0.0,0,0,0.0,0.0,0.0
Deon Cain,2019,1,0.0,0,0,0.0,0.0,1.0
Deontay Burnett,2018,1,0.003,0,1,0.05469003565550128,0.003,1.0
Deonte Thompson,2017,5,1.204,1,2,0.4029689814365368,0.0,0.204
Devaughn Vele,2024,2,0.001,0,1,0.03160696125855822,0.0,0.001
Devin Duvernay,2022,5,0.003,0,1,0.05469003565550128,0.0,0.0
Dez Bryant,2017,12,1.9,0,5,0.9338094023943002,0.0,0.0
Diontae Johnson,2019,10,3.324,1,4,0.5558992714512225,0.0,0.0
Diontae Johnson,2020,9,3.633,2,6,0.8320522820111727,0.0,0.557
Diontae Johnson,2021,9,1.253,0,4,0.4868172141574289,0.0,0.001
Diontae Johnson,2022,12,0.046,0,2,0.21420550879937705,0.0,0.0
Diontae Johnson,2023,8,2.661,0,4,0.7000564262971949,0.0,0.103
Diontae Johnson,2024,3,1.719,0,2,0.4733275821246846,0.0,0.989
Dontayvion Wicks,2023,4,1.121,1,3,0.33220325103767423,0.0,0.119
Dontayvion Wicks,2024,8,1.074,1,2,0.2617708921939183,0.0,0.0
Donte Moncrief,2017,2,0.0,0,0,0.0,0.0,0.0
Donte Moncrief,2018,5,1.001,1,2,0.03160696125855822,0.0,0.001
Dontrelle Inman,2017,4,0.583,0,2,0.6009251201272918,0.0,0.059
Dontrelle Inman,2019,1,0.007,0,1,0.08337265738837883,0.007,1.0
Dontrelle Inman,2020,2,0.0,0,0,0.0,0.0,0.0
Doug Baldwin,2017,10,4.018,2,6,0.4792452399346289,0.0,0.114
Doug Baldwin,2018,7,2.167,2,4,0.37830014538723084,0.0,0.165
Drake London,2022,9,0.761,0,2,0.5175702850821327,0.0,0.0
Drake London,2023,11,1.823,1,3,0.4238761611603087,0.0,0.0
Drake London,2024,12,3.746,2,7,0.8303517327012692,0.0,0.012
Duke Williams,2019,1,0.958,0,1,0.20058913230780973,0.958,1.0
Dyami Brown,2021,1,0.0,0,0,0.0,0.0,1.0
Dyami Brown,2024,2,0.0,0,0,0.0,0.0,0.0
Eli Rogers,2017,2,0.0,0,0,0.0,0.0,0.0
Elijah Moore,2021,5,1.05,1,2,0.21794494717703372,0.0,0.05
Elijah Moore,2022,3,0.0,0,0,0.0,0.0,0.0
Elijah Moore,2023,10,2.004,0,4,0.6678203351201578,0.0,0.0
Elijah Moore,2024,10,0.999,0,3,0.5205756429184908,0.0,0.0
Emmanuel Sanders,2017,8,0.925,0,1,0.26339134382131846,0.0,0.0
Emmanuel Sanders,2018,8,2.962,2,4,0.21576839434912615,0.0,0.005
Emmanuel Sanders,2019,8,2.092,1,3,0.30254916955761096,0.0,0.0
Emmanuel Sanders,2020,8,0.683,0,3,0.6265069832013047,0.0,0.0
Emmanuel Sanders,2021,6,1.019,0,2,0.14366279963859815,0.0,0.0
Equanimeous St. Brown,2018,2,0.2,0,1,0.4000000000000001,0.0,0.2
Equanimeous St. Brown,2021,1,0.0,0,0,0.0,0.0,1.0
Equanimeous St. Brown,2022,1,0.0,0,0,0.0,0.0,1.0
Eric Decker,2017,7,0.006,0,1,0.0772269383052313,0.0,0.0
Freddie Swain,2021,1,0.0,0,0,0.0,0.0,1.0
Gabriel Davis,2020,5,1.001,1,2,0.03160696125855822,0.0,0.001
Gabriel Davis,2021,3,1.0,1,1,0.0,0.0,1.0
Garrett Wilson,2022,10,2.742,1,5,0.5995298157723267,0.0,0.004
Garrett Wilson,2023,14,0.544,0,4,0.6633731981320922,0.0,0.0
Garrett Wilson,2024,14,4.424,2,7,0.8990127919000931,0.0,0.005
George Pickens,2022,9,3.023,0,6,0.9035878485238721,0.0,0.282
George Pickens,2023,13,3.997,2,6,0.6284830944424838,0.0,0.004
