player,season,weeks_played,avg_hits,min_hits,max_hits,std_hits,p_hit_all_weeks,p_hit_half_or_more
Danny Amendola,2019,8,5.072,3,8,1.0014070101612031,0.006,0.96
Danny Amendola,2020,4,3.572,1,4,0.5610846638431672,0.606,0.999
Danny Amendola,2021,4,2.209,1,4,0.5633107490541965,0.011,0.935
Dante Pettis,2018,6,4.057,2,6,0.6868413208303648,0.024,0.998
Dante Pettis,2019,1,0.69,0,1,0.46249324319388707,0.69,1.0
Dante Pettis,2022,4,1.427,0,4,0.6121037493758718,0.001,0.371
Dante Pettis,2024,3,1.039,0,3,0.792135720694377,0.03,0.735
Darius Slayton,2019,7,5.569,3,7,0.948282131013761,0.17,1.0
Darius Slayton,2020,7,5.013,3,7,0.9158771751714309,0.043,1.0
Darius Slayton,2021,2,0.965,0,2,0.2716155371108214,0.02,0.945
Darius Slayton,2022,7,5.786,3,7,0.6278566715421602,0.082,1.0
Darius Slayton,2023,7,6.858,5,7,0.3658360288435244,0.864,1.0
Darius Slayton,2024,6,4.017,2,6,0.6202507557431914,0.004,0.993
Darnell Mooney,2020,10,7.431,3,10,1.2170616253912534,0.026,0.987
Darnell Mooney,2021,10,7.138,4,10,1.0329356223889272,0.008,0.996
Darnell Mooney,2022,7,5.336,2,7,0.9039380509747336,0.076,0.998
Darnell Mooney,2023,4,2.482,0,4,0.7332639361103204,0.066,0.924
Darnell Mooney,2024,11,8.015,5,11,0.9256214128897409,0.001,1.0
Davante Adams,2017,11,7.248,4,10,0.9831052842905483,0.0,0.997
Davante Adams,2018,12,9.414,6,12,0.9862068748492884,0.004,1.0
Davante Adams,2019,9,6.207,4,9,0.8695694336854304,0.003,1.0
Davante Adams,2020,10,6.942,5,10,0.8652375396386821,0.001,1.0
Davante Adams,2021,9,5.754,3,9,0.9886779050833491,0.004,0.994
Davante Adams,2022,12,8.125,6,10,0.7165019190483721,0.0,1.0
Davante Adams,2023,14,7.246,3,10,1.0341585951874113,0.0,0.785
Davante Adams,2024,11,7.07,4,10,1.0493331215586401,0.0,0.997
